id,isbn13,name,author,publisher,book_edition,book_edition,book_language,book_binding,currency_code,price,weight,delivery_charge,quantity,discount,publishing_year,description,no_of_pages,image,cat_id
11674,9780197529577,"IMPERIALISM AND DEVEL INDIA EPZI C","KOHLI, ATUL","Oxford University Press",NULL,NULL,English,Hardback,INR,1495,940g,40.00,50,17.00,"2020-02-10 05:30:00.000","The 19th century was a pioneering age for vernacular texts in India. Vernacular writings became popular for making the 'first' interventions of their kind, written by Indians for Indians, and establishing new genres such as the biographical novel. The Subhedar's Son, an award-winning Marathi novel, was written in 1895 and published by the Bombay Tract and Book Society, and comprised overlapping personal and political trajectoriesThe 19th century was a pioneering age for vernacular texts in India. Vernacular writings became popular for making the 'first' interventions of their kind, written by Indians for Indians, and establishing new genres such as the biographical novel. The Subhedar's Son, an award-winning Marathi novel, was written in 1895 and published by the Bombay Tract and Book Society, and comprised overlapping personal and political trajectories. The author, Rev. Dinkar Shankar Sawarkar, inscribed multiple viewpoints into his narrative, including that of his own father, Rev. Shankar Nana (1819-1884), a Brahmin who was one of the early converts of the Church Missionary Society in Western India and served the CMS and the Anglican Church in various capacities for many years. Apart from Shankar Nana's conversion-story, Sawarkar provides readers with a blueprint of what a Brahminical journey towards Christian conversion encompassed, while describing his personal background of having lived a Christian life as a product of both Brahminism and Christianity. Attempting to deconstruct Brahmanism through Christianity he claimed Brahmin roots as a Christian with an aim of combatting the stigma of conversion. Contextualized within the early history of Maharashtra's missions and the specificities of individual conversions, the novel allows modern researchers to appreciate the particularity of regional and vernacular Indian Christianity. This culturally-specific Christianity spurred the production of Christian vernacular print culture, associating 'being Marathi' with broader and more universal frameworks of Christianity. But this new genre also produced nativist forms of Christian devotion and piety. Deepra Dandekar introduces this annotated translation of The Subhedar's Son, with an examination of the Church Missionary Society's socio- political context; a biography of Shankar Nana gleaned from archival sources; a brief summary of Sawarkar's biography; and an analysis of the multiple political opinions framing the book.",560,9780197529577.jpg,0
11675,9780198073161,"ILLUSTRATED PRIM. ENG. DICTIONARY_REV_ED",OXFORD,Oxford,NULL,NULL,English,Paperback,INR,295,458g,0.00,50,20.00,"2011-04-30 05:30:00.000","The Illustrated Primary English Dictionary includes words that young learners frequently come across in books, in newspapers and on television. The dictionary is designed both to help teachers in classrooms and serve as a handy reference at home.",560,9780198073161.jpg,0
11676,9780198099307,"DATA STRUCT 2E","REEMA THAREJA",Oxford,NULL,NULL,English,Paperback,INR,675,692g,50.00,50,14.00,"2014-06-11 05:30:00.000","This second edition of Data Structures Using C is designed to serve as a textbook for undergraduate engineering students of computer science as well as postgraduate students of computer applications. It provides a comprehensive coverage of the concepts of data structures and their implementation using C language. Beginning with an overview of the concepts of C programming the book provides an introduction to different data structures and methods to analyse the complexity of different algorithms.",560,9780198099307.jpg,0
11677,9780198714354,"OHB GLOBAL JUSTICE OHBK C","BROOKS, THOM","OUP Oxford",NULL,NULL,English,Hardback,INR,7995,"1kg 150g",NULL,50,5.00,"2020-03-12 05:30:00.000",NULL,560,9780198714354.jpg,0
11678,9780198724322,"OTB OF HEADACHE SYNDROMES C","FERRARI, MICHEL","OUP Oxford",NULL,NULL,English,Hardback,INR,8995,"1kg 600g",NULL,50,5.00,"2020-10-30 05:30:00.000",NULL,560,9780198724322.jpg,0
11682,9780198831907,"POWER,SEX,SUICIDE 2E OLS P","LANE, NICK","OUP Oxford",NULL,NULL,English,Paperback,INR,645,510g,NULL,50,5.00,"2018-12-24 05:30:00.000",NULL,560,9780198831907.jpg,0
11683,9780198843771,"COMBAT SOLDIER P",KING,"OUP Oxford",NULL,NULL,English,Paperback,INR,1295,893g,NULL,50,5.00,"2019-07-29 05:30:00.000",NULL,560,9780198843771.jpg,0
11684,9780199392667,"OHB OF BIBLICAL LAW OHBK C","Barmash, Pamela","OUP USA",NULL,NULL,English,Hardback,INR,7995,"1kg 210g",NULL,50,5.00,"2020-01-03 05:30:00.000","Major innovations have occurred in the study of biblical law in recent decades. The legal material of the Pentateuch has received new interest with detailed studies of specific biblical passages. The comparison of biblical practice to ancient Near Eastern customs has received a new impetus with the concentration on texts from actual ancient legal transactions.",560,9780199392667.jpg,0
11685,9780199452934,"THE QURAN","A. J. DROGE","Oxford University Press",NULL,NULL,English,Hardback,INR,1295,"1kg 150g",NULL,50,5.00,"2015-09-21 05:30:00.000","This new edition of the Qur’ān is speciﬁcally designed to meet the needs of students of religion, and provides them with a one-volume resource comparable to what is available for the Jewish and Christian scriptures",560,9780199452934.jpg,0
11686,9780199465873,"SOFTWARE TESTING 2E","NARESH CHAUHAN","Oxford University Press",NULL,NULL,English,Paperback,INR,875,700g,0.00,50,22.00,"2016-12-14 05:30:00.000","This second edition of Software Testing serves as a textbook for students of computer science, information technology, and computer applications. The book focuses on software testing, not only as a phase of software development life cycle (SDLC), but also as a complete process to fulfil the demands of quality software.",560,9780199465873.jpg,0
11687,9780195677294,"SEMICONDUCTOR PHYSICS AND DEVICES","ISLAM, S.S.","Oxford University Press",NULL,NULL,English,Paperback,INR,605,640g,24.00,50,22.00,"2005-11-11 05:30:00.000","Sayings of Gorakhnath presents a translation of late-medieval texts in Old Hindi, traditionally attributed to one of the founders of the Order of Nath Yogis. The Naths are associated with the creation and development of hatha yoga, with important historical and ideological links to Hindu tantra and alchemy. The texts gathered in this collection on the one hand provide a criticism of religious authority based on external knowledge lacking personal experience, while on the other hand they celebrate the path of yoga and its methods of engagement with the subtle body and its centres of occult energy and miraculous powers. The ultimate goal of the style of yoga described in the Sayings of Gorakhnath concerns the attainment of immortality and divinization of its adepts. This is achieved by redirecting the trajectory of the seminal fluid, which in the process transforms into the elixir, the amrt. In order to accomplish that goal, a regime of yogic practices is suggested, consisting of the assumption of a steady posture, breathing exercises, mantra chanting, and meditation. Djudjevic and Singh's translations are preceded by an introduction and accompanied by notes, which contextualize and elucidate the subject matter",564,9780195677294.jpg,0
11688,9780198070870,"MEDIA ETHICS, 2E","PARANJOY GUHA THAKURTA","Oxford University Press",NULL,NULL,English,Paperback,INR,850,738g,NULL,50,5.00,"2011-11-28 05:30:00.000","This second expanded edition of Media Ethics is aimed at sensitizing aspiring media students to issues faced by working professionals. It offers a theoretical rationale for acting in an ethical manner and provides practical guidelines as well.",564,9780198070870.jpg,0
11689,9780199455454,"INTERNATIONAL TRADE LOGISTICS","RAM SINGH","Oxford University Press",NULL,NULL,English,Book,INR,800,770g,NULL,50,5.00,"2015-03-27 05:30:00.000","International Trade Logistics is designed as a textbook for students of postgraduate management programmes specializing in international business. It will also be useful for students specializing in operations. The book provides extensive coverage of the logistics infrastructure of India's foreign trade system.",564,9780199455454.jpg,0
11690,9780198399773,"NEW BUSINESS FOR CAMBRIDGE A LEV","JOYCE ET AL","OUP Oxford",NULL,NULL,English,"Mix MediaCD/DVD",INR,2190,"1kg 360g",0.00,50,9.00,"2016-10-27 05:30:00.000","Support exam potential, and lay foundations for students' future careers. Written to match the latest syllabus for first examination in 2016, this resource covers all the key concepts, with targeted exam practice to build confidence. Case studies help students to understand current business practice, preparing them for their future careers.",568,9780198399773.jpg,0
11692,9780198818144,"MEDICAL MICROBIOLOGY, 3E",FORD,"OUP Oxford",NULL,NULL,English,Paperback,INR,1850,"1kg 90g",0.00,50,5.00,"2021-03-02 05:30:00.000",NULL,568,9780198818144.jpg,0
11693,9780198823988,"CORPORATE GOVERNANCE XE - 2020",TRICKER,"Oxford University Press",NULL,NULL,English,Paperback,INR,700,730g,0.00,50,3.00,"2021-06-22 05:30:00.000","An authoritative analysis of corporate governance, written by one of the world's leading academics on the subject.",568,9780198823988.jpg,0
11694,9780199459223,"WHY INDIA IS NOT A GREAT POWER (YET)","BHARAT KARNAD","Oxford University Press",NULL,NULL,English,Hardback,INR,995,717g,0.00,50,15.00,"2015-10-05 05:30:00.000","Since the economic liberalization of the early 1990s, India has been, on several occasions and at different forums, feted as a great power. This subject has been discussed in numerous books, but mostly in terms of rapid economic growth and immense potential in the emerging market.",568,9780199459223.jpg,0
11695,9780198069867,"BRAND MANAGEMENT","KIRTI DUTTA","Oxford University Press",NULL,NULL,English,Paperback,INR,775,738g,25.00,50,5.00,"2012-01-02 05:30:00.000","Brand Management-Principles and Practices is a comprehensive textbook designed for students of postgraduate management programmes specializing in marketing. It explores the core concepts of branding and illustrates them through numerous examples, exhibits, figures, images, case studies, and videos.",576,9780198069867.jpg,0
11696,9780198398110,"IB COURSE BOOK: PSYCHOLOGY 2017",CRANE,"OUP Oxford",NULL,NULL,English,"Mix MediaCD/DVD",INR,2890,"1kg 420g",50.00,50,7.00,"2017-05-19 05:30:00.000","Comprehensively updated for the latest syllabus and developed directly with the IB, the second edition of this popular IB Psychology Course Book provides thorough coverage of all core and optional units at Standard and Higher Level, as well as assessment preparation support.",576,9780198398110.jpg,0
11697,9780198424802,"CIE PEMBERTON IGCSE EXT MATH BK/WL 3E",PEMBERTON,"OUP Oxford",NULL,NULL,English,"Mix MediaCD/DVD",INR,1750,"1kg 350g",NULL,50,5.00,"2018-03-26 05:30:00.000",NULL,576,9780198424802.jpg,0
11698,9780198716228,"OXF CASES IN MEDICINE & SURGERY 2E P","FARNE, CERVETTO & SMITH","Oxford University Press",NULL,NULL,English,Paperback,INR,1995,800g,0.00,50,22.00,"2015-11-09 05:30:00.000",NULL,576,9780198716228.jpg,0
11699,9780198747833,"TURING GUIDE P","COPELAND, JACK; BOWEN, JONATHAN","OUP Oxford",NULL,NULL,English,Paperback,INR,1195,"1kg 120g",NULL,50,5.00,"2017-07-10 05:30:00.000",NULL,576,9780198747833.jpg,0
11703,9780198794219,"OHB MANAGEMENT IDEAS OHBK C","STURDY ET AL","Oxford University Press",NULL,NULL,English,Hardback,INR,7995,"1kg 150g",NULL,50,22.00,"2019-05-13 05:30:00.000","Management ideas, and their associated applications, have become a prevalent feature of our working lives.",576,9780198794219.jpg,0
11704,9780198798743,"JOHNSON:JOURN TOUR HEBRID SAM JOHN OWC P","JOHNSON, SAMUEL","OUP Oxford",NULL,NULL,English,Paperback,INR,415,384g,NULL,50,5.00,"2021-08-04 05:30:00.000",NULL,576,9780198798743.jpg,0
11705,9780198804970,"BRONTE:JANE EYRE 3E OWC P","Brontë, Charlotte","OUP Oxford",NULL,NULL,English,Paperback,INR,299,396g,NULL,50,7.00,"2019-12-09 05:30:00.000",NULL,576,9780198804970.jpg,0
11706,9780198819394,"COLLINS:MOONSTONE 3E OWC P","COLLINS, WILKIE","OUP Oxford",NULL,NULL,English,Paperback,INR,299,398g,NULL,50,5.00,"2019-10-21 05:30:00.000",NULL,576,9780198819394.jpg,0
11707,9780198826408,"OXF HIST HINDUISM:HINDU LAW EPZI P","OLIVELLE & R. DAVIS","OUP UK",NULL,NULL,English,Paperback,INR,750,295g,0.00,50,10.00,"2018-01-05 05:30:00.000","Through pointed studies of important aspects and topics of dharma in Dharmaśāstra, this comprehensive collection shows that the history of Hinduism cannot be written without the history of Hindu law.",576,9780198826408.jpg,0
11709,9780198831433,"OTB RHEUMATOID ARTHRITIS OTIR:NCS C","SCOTT, DAVID L.","OUP Oxford",NULL,NULL,English,Hardback,INR,8100,"1kg 660g",NULL,50,5.00,"2020-11-18 05:30:00.000",NULL,576,9780198831433.jpg,0
11710,9780198842606,"LAW OF THE CONSTITUTION P",DICEY,"OUP Oxford",NULL,NULL,English,Paperback,INR,2495,988g,NULL,50,22.00,"2019-07-15 05:30:00.000",NULL,576,9780198842606.jpg,0
11711,9780198847366,"ORAL & MAXILLOFAC SURG 3E OSHSURG:NCS P","NEWLANDS, CARRIE","OUP Oxford",NULL,NULL,English,Paperback,INR,1675,272g,NULL,50,5.00,"2020-10-30 05:30:00.000",NULL,576,9780198847366.jpg,0
11712,9780199296620,"ESSAY CON HUM UNDER OWC PB","JOHN LOCKE, PAULINE PHEMISTER","Oxford University Press",NULL,NULL,English,Paperback,INR,899,415g,NULL,50,22.00,"2009-06-03 05:30:00.000",NULL,576,9780199296620jpg,0
11713,9780199463602,"WHEN MIRRORS ARE WINDOWS","GUILLERMO RODRIGUEZ","Oxford University Press",NULL,NULL,English,Hardback,INR,1195,766g,NULL,50,5.00,"2016-07-04 05:30:00.000",NULL,576,9780199463602.jpg,0
11714,9780199464784,"THE ECONOMY OF ODISHA","NAYAK, P.B., S C PANDA, & P K PATTANAIK","OUP India",,,English,undefined,INR,1650,784g,0.00,50,5.00,"2016-05-16 05:30:00.000","In a large and diverse country like India, there is a high degree of variance between the economic structures of different states and their levels of economic development. Recognizing the significant differences between the historical experiences of Odisha vis-à-vis the other Indian states, this book presents a comprehensive account of some of the key sectors—agriculture, water and forest resources",576,41XVNESMwGL.jpg,0
11716,9780195699180,"PUBLIC RELATIONS","IQBAL SACHDEVA","Oxford University Press",NULL,NULL,English,Paperback,INR,1000,831g,NULL,50,5.00,"2009-06-17 05:30:00.000",NULL,584,9780195699180.jpg,0
11717,9780198077428,"AGRARIAN SYSTEM OF MUGHAL INDIA,3E (OIP)","HABIB, IRFAN","Oxford University Press",NULL,NULL,English,Paperback,INR,730,552g,39.00,50,21.00,"2013-11-07 05:30:00.000","This is a new, updated edition of a classic work first published in 1963. A major synthesis of the economic and political history of Mughal times, it contains a detailed description of agricultural production, peasant life, land rights, trade and prices, the land-revenue administration, and the role of the state.",584,9780198077428.jpg,0
